Raw;Time;Signal;Price;Max Price;Min Price;Profit (1);Profit (1%)
Shares Jess Bot, [24.08.2022 18:45] Buy signal for NVDA:NASDAQ 2022-08-24 10:30:00 170.76 "bband(15min) : 8 | 1.54% / 0.27%;24.08.2022 18:45;bband(15min);170.76
Shares Jess Bot, [24.08.2022 18:47] Buy signal for NVDA:NASDAQ 2022-08-24 10:45:00 170.7 "bband(15min) : 8 | 1.54% / 0.27%;24.08.2022 18:47;bband(15min);170.7
Shares Jess Bot, [24.08.2022 18:53] Buy signal for NVDA:NASDAQ 2022-08-24 10:50:00 171.09 "engulfing(5min) : 26 | 1.40% / 0.16%;24.08.2022 18:53;engulfing(5min);171.09
Shares Jess Bot, [24.08.2022 18:56] Buy signal for NVDA:NASDAQ 2022-08-24 10:45:00 171.27 "engulfing(15min) : 10 | 1.86% / 0.08%;24.08.2022 18:56;engulfing(15min);171.27
Shares Jess Bot, [24.08.2022 18:56] Buy signal for NVDA:NASDAQ 2022-08-24 10:50:00 171.27 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 18:56;big-c(5min);171.27
Shares Jess Bot, [24.08.2022 19:07] Buy signal for NVDA:NASDAQ 2022-08-24 11:05:00 171.54 "engulfing(5min) : 26 | 1.40% / 0.16%;24.08.2022 19:07;engulfing(5min);171.54
Shares Jess Bot, [24.08.2022 19:10] Buy signal for NVDA:NASDAQ 2022-08-24 11:05:00 171.9 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 19:10;big-c(5min);171.9
Shares Jess Bot, [24.08.2022 19:14] Buy signal for NVDA:NASDAQ 2022-08-24 11:10:00 172.49 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 19:14;big-c(5min);172.49
Shares Jess Bot, [24.08.2022 19:19] Buy signal for NVDA:NASDAQ 2022-08-24 11:15:00 173.46 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 19:19;big-c(5min);173.46
Shares Jess Bot, [24.08.2022 19:41] Buy signal for NVDA:NASDAQ 2022-08-24 11:40:00 173.39 "engulfing(5min) : 26 | 1.40% / 0.16%;24.08.2022 19:41;engulfing(5min);173.39
Shares Jess Bot, [24.08.2022 19:43] Buy signal for NVDA:NASDAQ 2022-08-24 11:40:00 173.52 "big-c(5min) : 39 | 1.20% / 0.09%;24.08.2022 19:43;big-c(5min);173.52
Shares Jess Bot, [24.08.2022 19:46] Buy signal for NVDA:NASDAQ 2022-08-24 11:45:00 173.75 "mama(15min) : 8 | 1.74% / 0.33%;24.08.2022 19:46;mama(15min);173.75
